E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_13_873.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_13_873.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_13_873.jpg,0,1,0,20.40844
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_13_947.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_13_947.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_13_947.jpg,0,1,0,20.96795
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_14_016.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_14_016.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_14_016.jpg,-0.15,1,0,21.7664
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_14_084.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_14_084.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_14_084.jpg,-0.3,1,0,22.34507
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_14_153.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_14_153.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_14_153.jpg,0,1,0,23.04306
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_14_220.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_14_220.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_14_220.jpg,0,1,0,23.61135
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_14_294.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_14_294.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_14_294.jpg,0,1,0,24.38629
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_14_362.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_14_362.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_14_362.jpg,0,1,0,24.9661
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_14_431.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_14_431.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_14_431.jpg,-0.05,1,0,25.54053
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_14_500.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_14_500.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_14_500.jpg,-0.25,1,0,26.27527
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_14_574.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_14_574.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_14_574.jpg,-0.45,1,0,26.92954
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_14_643.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_14_643.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_14_643.jpg,-0.6000001,1,0,27.35968
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_14_711.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_14_711.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_14_711.jpg,0,1,0,27.83279
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_14_780.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_14_780.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_14_780.jpg,0,1,0,28.55252
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_14_855.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_14_855.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_14_855.jpg,0,1,0,29.28596
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_14_930.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_14_930.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_14_930.jpg,0,1,0,29.8339
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_15_003.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_15_003.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_15_003.jpg,0,1,0,30.18978
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_15_076.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_15_076.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_15_076.jpg,0,1,0,30.19028
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_15_148.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_15_148.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_15_148.jpg,-0.1,1,0,30.18798
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_15_217.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_15_217.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_15_217.jpg,-0.3,1,0,30.16966
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_15_287.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_15_287.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_15_287.jpg,0,1,0,30.19011
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_15_358.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_15_358.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_15_358.jpg,0,1,0,30.18928
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_15_427.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_15_427.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_15_427.jpg,0,1,0,30.19024
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_15_500.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_15_500.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_15_500.jpg,0,1,0,30.1903
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_15_575.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_15_575.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_15_575.jpg,-0.2,1,0,30.18001
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_15_647.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_15_647.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_15_647.jpg,-0.35,1,0,30.16442
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_15_721.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_15_721.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_15_721.jpg,-0.5500001,1,0,30.13985
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_15_795.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_15_795.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_15_795.jpg,0,1,0,30.18289
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_15_868.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_15_868.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_15_868.jpg,0,1,0,30.18817
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_15_942.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_15_942.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_15_942.jpg,0,1,0,30.18993
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_16_015.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_16_015.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_16_015.jpg,0,1,0,30.19073
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_16_088.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_16_088.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_16_088.jpg,0,1,0,30.18971
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_16_160.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_16_160.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_16_160.jpg,0,1,0,30.19079
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_16_229.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_16_229.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_16_229.jpg,0,1,0,30.19065
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_16_297.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_16_297.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_16_297.jpg,0,1,0,30.18978
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_16_367.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_16_367.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_16_367.jpg,0,1,0,30.19133
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_16_436.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_16_436.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_16_436.jpg,0,1,0,30.19047
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_16_504.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_16_504.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_16_504.jpg,0,1,0,30.1903
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_16_571.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_16_571.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_16_571.jpg,0,1,0,30.19032
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_16_640.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_16_640.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_16_640.jpg,-0.05,1,0,30.18963
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_16_709.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_16_709.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_16_709.jpg,-0.2,1,0,30.17945
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_16_777.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_16_777.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_16_777.jpg,-0.4,1,0,30.15681
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_16_846.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_16_846.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_16_846.jpg,0,1,0,30.18741
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_16_917.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_16_917.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_16_917.jpg,0,1,0,30.18849
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_16_988.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_16_988.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_16_988.jpg,0,1,0,30.19049
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_17_057.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_17_057.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_17_057.jpg,0,1,0,30.1904
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_17_127.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_17_127.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_17_127.jpg,0,1,0,30.18999
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_17_199.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_17_199.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_17_199.jpg,-0.1,1,0,30.18849
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_17_274.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_17_274.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_17_274.jpg,-0.3,1,0,30.16944
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_17_347.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_17_347.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_17_347.jpg,0,1,0,30.18159
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_17_421.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_17_421.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_17_421.jpg,0,1,0,30.18927
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_17_498.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_17_498.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_17_498.jpg,0,1,0,30.19011
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_17_573.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_17_573.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_17_573.jpg,0,1,0,30.19019
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_17_650.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_17_650.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_17_650.jpg,0,1,0,30.19023
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_17_725.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_17_725.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_17_725.jpg,0,1,0,30.19022
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_17_803.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_17_803.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_17_803.jpg,-0.15,1,0,30.18408
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_17_876.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_17_876.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_17_876.jpg,-0.35,1,0,30.16347
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_17_945.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_17_945.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_17_945.jpg,0,1,0,30.18935
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_18_015.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_18_015.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_18_015.jpg,0,1,0,30.18972
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_18_084.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_18_084.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_18_084.jpg,0,1,0,30.19045
